station_mac,manufacturer,bssid,avg_power,total_packets
E2:6A:B9:17:D7:96,NA,(not associated),-59,1
E2:6B:A4:D1:5F:F7,NA,(not associated),-63,1
E2:6B:A6:D3:B5:B3,NA,(not associated),-39,1
E2:6D:D0:C1:97:BB,NA,(not associated),-57,1
E2:72:63:DC:93:AE,NA,(not associated),-63,1
E2:72:AE:7B:EA:3F,NA,(not associated),-57,1
E2:73:40:DC:09:B6,NA,(not associated),-51,1
E2:79:41:D8:69:82,NA,(not associated),-59,1
E2:7C:72:FE:F3:E1,NA,(not associated),-55,1
E2:7E:66:FF:15:67,NA,(not associated),-53,1
E2:84:FF:16:2A:C6,NA,(not associated),-57,1
E2:85:E1:FB:50:DC,NA,(not associated),-51,1
E2:86:3F:E8:DF:AC,NA,(not associated),-45,1
E2:91:AC:D4:5F:0B,NA,(not associated),-67,1
E2:93:44:AB:C0:1E,NA,(not associated),-63,1
E2:93:91:79:20:26,NA,(not associated),-53,1
E2:94:CD:52:E0:1E,NA,(not associated),-57,1
E2:95:7A:0F:10:F6,NA,(not associated),-53,1
E2:96:6D:54:89:72,NA,(not associated),-43,1
E2:99:B4:F5:E4:2C,NA,(not associated),-39,1
E2:9A:3B:52:DF:10,NA,(not associated),-55,1
E2:9A:5F:F8:FE:77,NA,(not associated),-63,1
E2:9B:36:18:5C:29,NA,(not associated),-61,1
E2:9F:2F:A0:8A:5A,NA,(not associated),-65,1
E2:9F:81:84:F8:3B,NA,(not associated),-45,1
E2:A3:C1:BB:4E:1B,NA,(not associated),-51,1
E2:A5:98:85:2D:9F,NA,(not associated),-53,1
E2:A6:05:B3:DE:91,NA,(not associated),-65,1
E2:A6:EC:F1:ED:AE,NA,(not associated),-63,1
E2:A7:CC:E7:77:5A,NA,(not associated),-41,1
E2:AB:7A:FF:38:21,NA,(not associated),-57,1
E2:B0:77:C6:D0:AB,NA,(not associated),-61,1
E2:B1:B1:8E:23:47,NA,(not associated),-37,1
E2:B2:AE:2D:49:81,NA,(not associated),-39,1
E2:B4:48:13:2E:3D,NA,(not associated),-65,1
E2:B4:A9:FD:0A:00,NA,(not associated),-41,1
E2:B6:38:41:65:68,NA,(not associated),-63,1
E2:B8:B4:F2:2A:34,NA,(not associated),-51,1
E2:B9:42:00:A8:74,NA,(not associated),-61,1
E2:BE:F0:9C:22:AC,NA,(not associated),-67,1
E2:C0:61:50:E7:71,NA,(not associated),-57,1
E2:C4:35:3F:18:DA,NA,(not associated),-69,1
E2:C7:10:BE:D4:55,NA,(not associated),-59,1
E2:C9:C4:90:D9:0E,NA,(not associated),-57,1
E2:CC:F8:4F:4F:4F,NA,(not associated),-65,1
E2:CC:F8:71:60:5F,NA,(not associated),-57,1
E2:CC:F8:85:84:83,NA,(not associated),-67,1
E2:CC:F8:EF:00:FF,NA,(not associated),-65,1
E2:D0:B5:29:FF:1C,NA,(not associated),-69,1
E2:D2:B8:CE:E5:34,NA,(not associated),-49,1
E2:D3:1C:AC:D6:61,NA,(not associated),-45,1
E2:D4:02:55:13:92,NA,(not associated),-61,1
E2:D7:C1:E2:4A:C8,NA,(not associated),-57,1
E2:D9:76:9B:98:C2,NA,(not associated),-65,1
E2:D9:9F:59:27:00,NA,(not associated),-63,1
E2:DB:C2:5B:A4:4D,NA,(not associated),-65,1
E2:DD:5E:7C:CB:05,NA,(not associated),-45,1
E2:E4:AC:B9:56:1C,NA,(not associated),-55,1
E2:E4:F9:D4:7A:89,NA,(not associated),-59,1
E2:E7:62:9C:EC:61,NA,(not associated),-49,1
E2:E7:D6:28:8F:D6,NA,(not associated),-57,1
E2:E8:C9:9D:6F:8D,NA,(not associated),-57,1
E2:E9:38:B5:DA:C9,NA,(not associated),-63,1
E2:EB:E2:55:38:CC,NA,(not associated),-55,1
E2:EC:D1:2B:89:89,NA,(not associated),-55,1
E2:EE:62:E3:3A:21,NA,(not associated),-57,1
E2:EE:A1:BC:11:6D,NA,(not associated),-61,1
E2:F2:03:E9:43:F1,NA,(not associated),-57,1
E2:F5:6A:74:1F:41,NA,(not associated),-57,1
E2:F6:AA:C7:B0:FE,NA,(not associated),-55,1
E2:F9:80:69:64:36,NA,(not associated),-70,1
E2:F9:B5:35:74:64,NA,(not associated),-59,1
E2:FB:17:EC:EF:8B,NA,(not associated),-63,1
E2:FB:DC:73:BF:ED,NA,(not associated),-65,1
E2:FF:62:1B:57:E7,NA,(not associated),-61,1
E6:01:C5:A6:C6:34,NA,(not associated),-63,1
E6:06:E4:7E:57:F3,NA,(not associated),-57,1
E6:07:A4:6C:97:D5,NA,(not associated),-65,1
E6:0D:91:06:EA:A7,NA,(not associated),-59,1
E6:16:0C:00:63:EE,NA,(not associated),-55,1
E6:1B:56:E8:C5:EB,NA,(not associated),-55,1
E6:1C:68:FF:F7:1F,NA,(not associated),-61,1
E6:1D:15:26:06:BE,NA,(not associated),-57,1
E6:1E:37:0A:D2:1B,NA,(not associated),-53,1
E6:1F:9A:1B:C5:94,NA,(not associated),-61,1
E6:20:A5:A8:72:AE,NA,(not associated),-61,1
E6:22:0D:56:C3:30,NA,(not associated),-63,1
E6:2A:ED:CB:65:80,NA,(not associated),-65,1
E6:2A:FA:66:A4:40,NA,(not associated),-83,1
E6:2C:77:C1:3D:16,NA,(not associated),-49,1
E6:2E:82:18:11:BC,NA,(not associated),-65,1
E6:2F:BE:CC:BD:B2,NA,(not associated),-57,1
E6:32:55:D5:82:3A,NA,(not associated),-71,1
E6:37:6C:2A:0D:0A,NA,(not associated),-43,1
E6:39:5C:68:AF:6D,NA,(not associated),-59,1
E6:3B:43:DE:A0:E4,NA,(not associated),-63,1
E6:3C:12:5A:06:BA,NA,(not associated),-59,1
E6:3C:5D:DA:95:18,NA,(not associated),-37,1
E6:3D:61:04:45:B7,NA,(not associated),-53,1
E6:3D:9C:2B:61:EA,NA,(not associated),-51,1
E6:3E:BD:93:91:AF,NA,(not associated),-37,1
E6:3F:CA:F5:BA:DA,NA,(not associated),-61,1
E6:41:C5:E6:1E:85,NA,(not associated),-59,1
E6:42:C9:D1:66:CC,NA,(not associated),-53,1
E6:4C:43:CF:B1:B1,NA,(not associated),-51,1
E6:50:0F:9D:F8:56,NA,(not associated),-41,1
E6:51:4E:4E:D4:F0,NA,(not associated),-53,1
E6:51:B2:E4:98:95,NA,(not associated),-69,1
E6:52:BB:C6:6A:0F,NA,(not associated),-53,1
E6:57:84:9A:FC:F0,NA,(not associated),-55,1
E6:57:CD:87:46:8F,NA,(not associated),-59,1
E6:59:FB:02:E3:6F,NA,(not associated),-51,1
E6:5C:29:D7:37:9A,NA,(not associated),-43,1
E6:5E:F9:33:68:9D,NA,(not associated),-47,1
E6:63:DD:DC:B6:D1,NA,(not associated),-43,1
E6:69:6F:70:E2:6D,NA,(not associated),-55,1
E6:6B:D8:4E:A8:47,NA,(not associated),-51,1
E6:6C:73:D5:6A:44,NA,(not associated),-53,1
E6:6D:19:6E:2D:4C,NA,(not associated),-57,1
E6:6D:3E:53:06:65,NA,(not associated),-57,1
E6:6F:C4:93:04:3E,NA,(not associated),-45,1
E6:6F:C7:38:88:EB,NA,(not associated),-35,1
E6:77:91:43:3B:32,NA,(not associated),-63,1
E6:77:FE:87:8B:7F,NA,(not associated),-49,1
E6:79:8B:36:50:56,NA,(not associated),-67,1
E6:79:E9:21:E7:5A,NA,(not associated),-49,1
E6:7B:08:F0:5A:B0,NA,(not associated),-51,1
E6:83:7F:8E:8C:9F,NA,(not associated),-55,1
E6:84:F0:44:9A:03,NA,(not associated),-55,1
E6:88:0A:F5:F4:BF,NA,(not associated),-79,1
E6:88:5E:88:99:A8,NA,(not associated),-55,1
E6:88:E0:84:78:2A,NA,(not associated),-39,1
E6:8D:C9:36:9F:E7,NA,(not associated),-55,1
E6:96:90:4B:51:C6,NA,(not associated),-43,1
E6:97:A9:2C:DF:1B,NA,(not associated),-61,1
E6:9E:54:8D:62:CD,NA,(not associated),-49,1
E6:9E:55:93:33:4F,NA,(not associated),-67,1
E6:A0:BA:C5:CF:9E,NA,(not associated),-47,1
E6:AA:7F:08:67:F5,NA,(not associated),-59,1
E6:AB:19:D3:44:FC,NA,(not associated),-71,1
E6:AE:A4:46:58:B3,NA,(not associated),-61,1
E6:AF:6D:4C:E8:00,NA,(not associated),-57,1
E6:B3:1D:9F:69:33,NA,(not associated),-61,1
E6:B3:2D:B1:E8:09,NA,(not associated),-73,1
E6:B7:EC:9C:DB:6C,NA,(not associated),-55,1
E6:B8:70:77:79:61,NA,(not associated),-55,1
E6:BE:AC:96:FD:2B,NA,(not associated),-47,1
E6:BE:F2:69:73:A7,NA,(not associated),-27,1
E6:C2:13:BF:BB:9A,NA,(not associated),-65,1
E6:C3:7A:C8:AC:08,NA,(not associated),-63,1
E6:C3:D5:01:69:76,NA,(not associated),-61,1
E6:C4:B5:83:B1:CC,NA,(not associated),-41,1
E6:C6:88:21:69:93,NA,(not associated),-55,1
E6:C6:BF:84:57:2F,NA,(not associated),-61,1
E6:C8:E9:40:44:8E,NA,(not associated),-45,1
E6:CA:E7:A6:FC:54,NA,(not associated),-65,1
E6:CF:FD:1D:D1:80,NA,(not associated),-77,1
E6:D0:10:36:4F:D6,NA,(not associated),-47,1
E6:D0:20:7E:41:30,NA,(not associated),-37,1
E6:D1:6C:23:31:E3,NA,(not associated),-59,1
E6:D1:80:B5:4D:B8,NA,(not associated),-61,1
E6:D2:6C:7F:1B:1F,NA,(not associated),-63,1
E6:D4:3A:57:EF:7B,NA,(not associated),-61,1
E6:D4:C7:A6:0E:DE,NA,(not associated),-55,1
E6:D8:F4:2E:1B:AC,NA,(not associated),-57,1
E6:D9:2F:55:B2:EF,NA,(not associated),-39,1
E6:DB:67:A4:29:A3,NA,(not associated),-45,1
E6:E3:4B:E8:34:7D,NA,(not associated),-67,1
E6:E6:A8:70:B2:17,NA,(not associated),-53,1
E6:EA:C7:48:2D:84,NA,(not associated),-69,1
E6:EA:C8:22:F2:E1,NA,(not associated),-53,1
E6:EC:6E:AD:53:51,NA,(not associated),-63,1
E6:EF:94:CB:DE:E2,NA,(not associated),-51,1
E6:F6:F4:86:6D:29,NA,(not associated),-61,1
E6:F7:69:86:CF:4C,NA,(not associated),-53,1
E6:F7:DE:8D:D0:86,NA,(not associated),-63,1
E6:F8:84:BB:B4:3A,NA,(not associated),-51,1
E6:F9:1A:A5:A8:75,NA,(not associated),-61,1
E6:FB:05:9B:6E:D3,NA,(not associated),-55,1
E6:FB:34:8F:C1:79,NA,(not associated),-59,1
E6:FB:BF:8A:54:C5,NA,(not associated),-55,1
E6:FC:62:C7:03:E0,NA,(not associated),-45,1
EA:02:8A:82:D5:E3,NA,(not associated),-61,1
EA:04:7D:A5:2B:EA,NA,(not associated),-67,1
EA:04:E8:38:E0:F3,NA,(not associated),-67,1
EA:05:53:E5:F8:E1,NA,(not associated),-39,1
EA:0C:35:9D:46:5E,NA,(not associated),-57,1
EA:0E:7B:34:F8:A4,NA,(not associated),-49,1
EA:12:6B:00:2C:06,NA,(not associated),-43,1
EA:13:2C:30:4A:24,NA,(not associated),-65,1
EA:13:86:30:1A:0E,NA,(not associated),-41,1
EA:16:71:F9:83:50,NA,(not associated),-57,1
EA:17:A1:1C:1B:41,NA,(not associated),-61,1
EA:1A:B9:C6:DC:00,NA,(not associated),-59,1
EA:1B:AF:84:7C:60,NA,(not associated),-63,1
EA:1C:99:C4:0E:D9,NA,(not associated),-51,1
EA:20:6B:A4:DF:B3,NA,(not associated),-55,1
EA:20:BA:CD:9F:AC,NA,(not associated),-59,1
EA:2D:3B:0B:BF:D3,NA,(not associated),-63,1
EA:32:E8:AC:8F:D8,NA,(not associated),-39,1
EA:36:52:DD:6A:B0,NA,(not associated),-63,1
EA:36:8B:97:BA:1E,NA,(not associated),-47,1
EA:3A:ED:04:D2:B0,NA,(not associated),-63,1
EA:3B:E3:CF:A5:47,NA,(not associated),-57,1
EA:3D:F5:7B:E4:6D,NA,(not associated),-59,1
EA:45:F4:9E:24:BE,NA,(not associated),-53,1
EA:46:EF:86:C3:11,NA,(not associated),-63,1
EA:47:3C:9C:1C:75,NA,(not associated),-55,1
EA:48:F2:47:20:E3,NA,(not associated),-59,1
EA:4A:1D:27:7B:C0,NA,(not associated),-43,1
EA:4B:CA:D6:4C:39,NA,(not associated),-67,1
EA:55:39:EB:DA:FB,NA,(not associated),-51,1
EA:56:3D:BC:C4:3A,NA,(not associated),-53,1
EA:58:0E:48:26:FC,NA,(not associated),-63,1
EA:58:FA:B1:B3:15,NA,(not associated),-47,1
EA:59:27:E3:06:F3,NA,(not associated),-59,1
EA:5C:A1:26:14:24,NA,(not associated),-69,1
EA:60:04:67:C3:46,NA,(not associated),-55,1
EA:61:DD:10:AA:36,NA,(not associated),-53,1
EA:63:D9:D8:B1:2C,NA,(not associated),-55,1
EA:67:05:F5:34:96,NA,(not associated),-73,1
EA:68:22:4E:3C:16,NA,(not associated),-57,1
EA:6B:05:16:1F:87,NA,(not associated),-51,1
EA:6C:6A:BB:72:FC,NA,(not associated),-33,1
EA:6D:AC:3D:90:93,NA,(not associated),-59,1
EA:6E:A0:EA:7B:06,NA,(not associated),-55,1
EA:70:7D:1C:4A:FD,NA,(not associated),-65,1
EA:7A:C1:20:70:40,NA,(not associated),-47,1
EA:7B:24:25:E1:31,NA,(not associated),-69,1
EA:7C:47:33:31:14,NA,(not associated),-61,1
EA:7C:AC:33:37:4B,NA,(not associated),-51,1
EA:81:C3:4D:2A:56,NA,(not associated),-53,1
EA:81:D4:68:8C:4F,NA,(not associated),-59,1
EA:84:F2:84:CD:D9,NA,(not associated),-53,1
EA:85:42:60:0A:04,NA,(not associated),-59,1
EA:86:64:44:F1:B0,NA,(not associated),-45,1
EA:86:C5:CD:C7:D9,NA,(not associated),-61,1
EA:86:FC:65:90:6A,NA,(not associated),-67,1
EA:8A:C7:40:A7:4F,NA,(not associated),-57,1
EA:8B:3D:4D:59:78,NA,(not associated),-59,1
EA:8B:5C:83:9B:4B,NA,(not associated),-63,1
EA:8B:6C:64:92:AC,NA,(not associated),-35,1
EA:8B:B8:FC:36:EA,NA,(not associated),-53,1
EA:91:E3:AA:6E:33,NA,(not associated),-75,1
EA:97:36:B6:2F:8E,NA,(not associated),-55,1
EA:98:96:45:8F:F6,NA,(not associated),-53,1
EA:9B:7A:0A:64:24,NA,(not associated),-59,1
EA:9B:C0:A6:91:F8,NA,(not associated),-78,1
EA:9D:4B:54:53:D7,NA,(not associated),-61,1
EA:9E:8A:8C:24:4D,NA,(not associated),-55,1
EA:A0:ED:D7:26:4B,NA,(not associated),-65,1
EA:A2:2D:86:D2:8E,NA,(not associated),-53,1
EA:A3:67:70:B7:AF,NA,(not associated),-43,1
EA:A3:B8:E1:29:F3,NA,(not associated),-57,1
EA:A4:E5:67:78:18,NA,(not associated),-51,1
EA:A6:2B:5F:48:1D,NA,(not associated),-67,1
EA:A6:B3:E9:5F:33,NA,(not associated),-55,1
EA:AA:1C:6E:BD:95,NA,(not associated),-69,1
EA:AE:0C:E3:25:51,NA,(not associated),-53,1
EA:AE:4B:7C:57:50,NA,(not associated),-57,1
EA:AF:B2:48:6F:8E,NA,(not associated),-65,1
EA:B2:40:3B:8C:18,NA,(not associated),-59,1
EA:B3:BC:EB:2D:DF,NA,(not associated),-59,1
EA:B4:6B:4E:3E:7C,NA,(not associated),-55,1
EA:BC:8E:E6:A2:21,NA,(not associated),-57,1
EA:BD:11:49:AE:DC,NA,(not associated),-47,1
EA:BF:F8:31:6E:F9,NA,(not associated),-65,1
EA:C3:33:DF:F1:D9,NA,(not associated),-59,1
EA:D1:30:16:C3:AD,NA,(not associated),-61,1
EA:D6:6F:A4:AC:62,NA,(not associated),-49,1
EA:D6:AE:CC:B6:14,NA,(not associated),-69,1
EA:D7:14:D5:D2:4C,NA,(not associated),-61,1
EA:DA:79:67:07:B0,NA,(not associated),-59,1
EA:DC:31:6F:F2:7C,NA,(not associated),-65,1
EA:E1:7D:8D:96:8F,NA,(not associated),-69,1
EA:E7:BD:6E:B4:62,NA,(not associated),-49,1
EA:EA:9B:E6:6A:8B,NA,(not associated),-43,1
EA:EB:94:1D:15:77,NA,(not associated),-63,1
EA:EB:F4:0B:BD:BA,NA,(not associated),-67,1
EA:EF:7C:B7:FA:A2,NA,(not associated),-51,1
EA:F0:50:C9:E6:1C,NA,(not associated),-67,1
EA:F0:55:5E:D0:1D,NA,(not associated),-41,1
EA:F2:8B:6B:8E:22,NA,(not associated),-51,1
EA:F4:83:39:9E:8B,NA,(not associated),-47,1
EA:F4:CA:79:54:0D,NA,(not associated),-65,1
EA:F7:94:49:47:65,NA,(not associated),-55,1
EA:F7:BC:28:55:4F,NA,(not associated),-59,1
EA:FC:31:21:C9:F1,NA,(not associated),-49,1
EC:55:F9:A1:4C:6B,"Hon Hai Precision Ind. Co.,Ltd.",9A:9F:06:44:24:5B,-1,1
EE:00:07:E1:76:A9,NA,(not associated),-65,1
EE:09:8F:A6:05:C1,NA,(not associated),-59,1
EE:19:E1:97:51:B0,NA,(not associated),-63,1
EE:1A:5E:37:E4:11,NA,(not associated),-49,1
EE:1B:63:3D:A4:78,NA,(not associated),-47,1
EE:1C:9E:D0:7D:BA,NA,(not associated),-41,1
EE:22:74:DD:1C:66,NA,(not associated),-61,1
EE:23:93:63:41:71,NA,(not associated),-55,1
EE:24:C1:A4:DE:AA,NA,(not associated),-51,1
EE:25:42:2C:92:8D,NA,(not associated),-59,1
EE:2A:56:AC:D5:93,NA,(not associated),-61,1
EE:31:89:72:CF:27,NA,(not associated),-71,1
EE:34:D7:E7:5E:69,NA,(not associated),-47,1
EE:34:F9:25:BA:21,NA,(not associated),-49,1
EE:39:7B:80:66:A4,NA,(not associated),-57,1
EE:39:EE:E1:1C:88,NA,(not associated),-41,1
EE:3B:05:50:FB:60,NA,(not associated),-31,1
EE:40:26:E1:12:A8,NA,(not associated),-69,1
EE:40:AC:61:7E:62,NA,(not associated),-61,1
EE:48:6D:7C:59:2F,NA,(not associated),-61,1
EE:49:E1:99:DF:49,NA,(not associated),-59,1
EE:4A:57:07:01:F9,NA,(not associated),-51,1
EE:4B:35:DA:80:CA,NA,(not associated),-61,1
EE:51:5A:06:1C:44,NA,(not associated),-55,1
EE:51:85:3A:D3:40,NA,(not associated),-61,1
EE:56:37:85:19:E0,NA,(not associated),-53,1
EE:57:EC:C2:59:0F,NA,(not associated),-51,1
EE:59:07:D0:93:35,NA,(not associated),-67,1
EE:61:61:5C:29:AE,NA,(not associated),-45,1
EE:65:A5:91:FF:AB,NA,(not associated),-69,1
EE:6A:08:5D:07:0D,NA,(not associated),-55,1
EE:6A:C9:73:90:8E,NA,(not associated),-51,1
EE:73:89:7B:14:FA,NA,(not associated),-65,1
EE:7A:C6:4D:1F:CF,NA,(not associated),-55,1
EE:7B:AF:AA:9F:3E,NA,(not associated),-53,1
EE:80:0F:F2:F2:A7,NA,(not associated),-63,1
EE:81:6B:E5:30:26,NA,(not associated),-35,1
EE:82:98:57:B2:9E,NA,(not associated),-67,1
EE:83:5A:BB:27:12,NA,(not associated),-55,1
EE:87:10:D4:A2:2D,NA,(not associated),-53,1
EE:8A:7F:70:08:C9,NA,(not associated),-65,1
EE:8A:C3:78:06:9E,NA,(not associated),-71,1
EE:93:57:A2:CE:F1,NA,(not associated),-69,1
EE:96:CE:EC:52:75,NA,(not associated),-49,1
EE:9A:56:53:C5:42,NA,(not associated),-63,1
EE:9A:E5:BE:2C:D5,NA,(not associated),-59,1
EE:9B:40:CB:72:E9,NA,(not associated),-65,1
EE:9C:E3:3C:A6:28,NA,(not associated),-45,1
EE:9E:13:C2:25:83,NA,(not associated),-63,1
EE:A7:2D:08:51:49,NA,(not associated),-53,1
EE:A7:94:A0:7E:D4,NA,(not associated),-71,1
EE:A7:95:18:2A:82,NA,(not associated),-67,1
EE:A8:8A:54:14:32,NA,(not associated),-45,1
EE:AA:6F:E5:7C:A9,NA,(not associated),-61,1
EE:AF:95:0C:33:EC,NA,(not associated),-55,1
EE:B4:9A:2F:FA:82,NA,(not associated),-85,1
EE:B8:22:86:5D:15,NA,(not associated),-47,1
EE:BC:16:20:C1:A6,NA,(not associated),-67,1
EE:C9:91:4C:BF:CE,NA,(not associated),-63,1
EE:CF:23:49:4F:18,NA,(not associated),-63,1
EE:D2:1B:D6:8A:65,NA,(not associated),-47,1
EE:D2:61:B6:97:E9,NA,(not associated),-43,1
EE:D8:63:A0:F5:6F,NA,(not associated),-67,1
EE:D8:EF:79:55:3B,NA,(not associated),-39,1
EE:DA:FB:8D:87:98,NA,(not associated),-61,1
EE:DC:30:12:88:77,NA,(not associated),-51,1
EE:DD:D2:5C:16:8B,NA,(not associated),-53,1
EE:DE:7A:78:0D:C8,NA,(not associated),-65,1
EE:E0:96:64:DA:DB,NA,(not associated),-49,1
EE:E1:70:91:17:9D,NA,(not associated),-63,1
EE:EB:22:C6:7A:C8,NA,(not associated),-59,1
EE:EC:9A:5B:CB:DF,NA,(not associated),-57,1
EE:EF:6D:60:BA:8D,NA,(not associated),-55,1
EE:F0:94:55:8C:23,NA,(not associated),-57,1
EE:F1:98:50:27:E4,NA,(not associated),-39,1
EE:F1:CE:EE:6A:B0,NA,(not associated),-81,1
EE:F3:A5:B4:37:9D,NA,(not associated),-61,1
EE:F5:8B:B8:0D:64,NA,(not associated),-41,1
EE:F8:BC:FF:25:2E,NA,(not associated),-43,1
EE:FA:40:39:71:88,NA,(not associated),-45,1
EE:FC:EF:0A:25:79,NA,3A:DA:00:F9:0C:02,-57,1
EE:FF:5F:68:FB:A2,NA,(not associated),-69,1
F2:03:87:09:67:33,NA,(not associated),-59,1
F2:04:1D:D0:77:FC,NA,(not associated),-35,1
F2:06:32:40:90:6D,NA,(not associated),-39,1
F2:07:28:F1:6D:91,NA,(not associated),-67,1
F2:08:A6:3A:D7:A9,NA,(not associated),-57,1
F2:0F:94:F4:CD:1A,NA,(not associated),-69,1
F2:0F:C1:4C:D9:3A,NA,(not associated),-57,1
F2:0F:C7:30:FD:6B,NA,(not associated),-57,1
F2:0F:D3:03:DB:43,NA,(not associated),-57,1
F2:18:08:D2:62:69,NA,(not associated),-39,1
F2:18:6E:9D:46:40,NA,(not associated),-39,1
F2:1E:5D:EB:96:C4,NA,(not associated),-61,1
F2:1F:D2:31:09:68,NA,(not associated),-63,1
F2:21:15:35:39:87,NA,(not associated),-45,1
F2:23:87:D3:99:DB,NA,(not associated),-41,1
F2:24:14:46:0E:26,NA,(not associated),-51,1
F2:25:57:AD:10:F9,NA,(not associated),-63,1
F2:28:B9:49:F2:8B,NA,(not associated),-57,1
F2:2A:F7:A1:BA:41,NA,(not associated),-39,1
F2:2B:75:80:BE:E1,NA,(not associated),-43,1
F2:2D:CE:F6:EF:06,NA,(not associated),-55,1
F2:31:F8:F8:8D:6B,NA,(not associated),-45,1
F2:34:C7:0D:21:53,NA,(not associated),-67,1
F2:3A:E0:3A:B6:AF,NA,(not associated),-57,1
F2:3D:13:7D:94:FD,NA,(not associated),-65,1
F2:41:06:27:9A:38,NA,(not associated),-57,1
F2:41:26:72:6E:66,NA,(not associated),-61,1
F2:45:90:63:2E:0E,NA,(not associated),-55,1
F2:46:74:22:28:B1,NA,(not associated),-31,1
F2:48:48:8B:45:12,NA,(not associated),-65,1
F2:49:95:18:21:B6,NA,(not associated),-59,1
F2:4B:93:54:AF:A9,NA,(not associated),-45,1
F2:4C:30:A3:60:45,NA,(not associated),-57,1
F2:51:A3:A0:12:30,NA,(not associated),-39,1
F2:53:66:4D:23:36,NA,(not associated),-67,1
F2:56:20:69:16:A1,NA,(not associated),-57,1
F2:57:06:95:FE:A6,NA,(not associated),-71,1
F2:57:BB:F9:C8:51,NA,(not associated),-61,1
F2:58:B6:8C:AB:0F,NA,(not associated),-61,1
F2:58:FA:32:81:73,NA,(not associated),-55,1
F2:59:76:EF:25:55,NA,(not associated),-49,1
F2:59:CC:B3:2C:49,NA,(not associated),-37,1
F2:5E:CF:C9:BB:31,NA,(not associated),-45,1
F2:62:88:D3:A8:5C,NA,(not associated),-61,1
F2:62:91:8B:8C:05,NA,(not associated),-47,1
F2:6A:97:7D:D6:CF,NA,(not associated),-69,1
F2:6D:F7:3F:1D:04,NA,(not associated),-39,1
F2:6E:40:D7:CE:0D,NA,(not associated),-39,1
F2:72:36:95:B1:EB,NA,(not associated),-41,1
F2:77:45:BB:DC:CA,NA,(not associated),-39,1
F2:77:9C:3A:43:39,NA,(not associated),-59,1
F2:78:98:52:D6:99,NA,(not associated),-45,1
F2:7D:25:EE:EA:0A,NA,(not associated),-59,1
F2:82:BF:4B:12:CB,NA,(not associated),-59,1
F2:84:1F:D1:AC:85,NA,(not associated),-63,1
F2:89:13:A7:61:3F,NA,(not associated),-63,1
F2:8C:B2:0D:D7:EC,NA,(not associated),-77,1
F2:8C:E3:E6:A2:F6,NA,(not associated),-53,1
F2:8D:34:58:E8:31,NA,(not associated),-51,1
F2:8D:A5:DA:DC:D4,NA,(not associated),-55,1
F2:92:9E:F1:0B:F8,NA,(not associated),-45,1
F2:98:DD:8D:D3:9D,NA,(not associated),-43,1
F2:9C:5E:00:62:65,NA,(not associated),-47,1
F2:9D:CB:C5:17:3A,NA,(not associated),-59,1
F2:A2:AF:B4:57:4C,NA,(not associated),-53,1
F2:A6:68:EB:E5:E9,NA,(not associated),-63,1
F2:A7:0F:E2:BF:D0,NA,(not associated),-67,1
F2:A8:3E:68:E5:3A,NA,(not associated),-65,1
F2:A9:92:C7:C8:3E,NA,(not associated),-63,1
F2:AB:85:0F:80:1D,NA,(not associated),-59,1
F2:AC:9E:2F:6C:E5,NA,(not associated),-65,1
F2:B2:70:00:CD:45,NA,(not associated),-57,1
F2:B4:92:AA:55:92,NA,(not associated),-55,1
F2:B7:6C:60:B4:6A,NA,(not associated),-53,1
F2:B9:51:EC:07:06,NA,(not associated),-51,1
F2:BA:47:C3:15:87,NA,(not associated),-45,1
F2:BF:AF:24:BA:72,NA,(not associated),-67,1
F2:C3:E9:C0:02:93,NA,(not associated),-61,1
F2:C4:69:EC:53:00,NA,(not associated),-55,1
F2:C5:70:C2:47:8A,NA,(not associated),-55,1
F2:C8:EA:0E:21:9A,NA,(not associated),-73,1
F2:CD:18:B7:E6:83,NA,(not associated),-65,1
F2:D0:4C:BA:3F:3C,NA,(not associated),-43,1
F2:D2:F8:39:F2:59,NA,(not associated),-45,1
F2:D6:85:31:51:57,NA,(not associated),-39,1
F2:D7:18:D2:2C:A8,NA,(not associated),-43,1
F2:DC:AA:A5:68:0B,NA,(not associated),-63,1
F2:DF:BC:E9:6C:F0,NA,(not associated),-65,1
F2:E4:8C:08:F6:4E,NA,(not associated),-61,1
F2:EA:68:3F:2A:26,NA,(not associated),-57,1
F2:F2:25:99:93:B5,NA,(not associated),-59,1
F2:F3:8D:04:62:83,NA,(not associated),-69,1
F2:F5:65:80:D8:CF,NA,(not associated),-43,1
F2:F5:B6:56:22:71,NA,(not associated),-55,1
F2:F8:D6:9F:39:93,NA,(not associated),-39,1
F6:04:4D:6F:9F:7C,NA,(not associated),-65,1
F6:06:CC:65:88:05,NA,(not associated),-45,1
F6:08:17:F0:7F:F6,NA,(not associated),-63,1
F6:08:9F:F3:55:24,NA,(not associated),-69,1
F6:09:D7:F7:58:72,NA,(not associated),-45,1
F6:0E:1F:D4:F6:E7,NA,(not associated),-65,1
F6:0F:F3:9F:84:03,NA,(not associated),-51,1
F6:12:0A:40:BF:6F,NA,(not associated),-63,1
F6:16:17:3D:93:C3,NA,(not associated),-63,1
F6:17:1D:35:85:AC,NA,(not associated),-49,1
F6:17:25:E1:5E:8A,NA,(not associated),-51,1
F6:18:1B:B6:25:A1,NA,(not associated),-69,1
