station_mac,manufacturer,bssid,avg_power,total_packets
CE:B2:18:24:7B:7C,NA,(not associated),-37,1
CE:B2:E5:FE:DC:5E,NA,(not associated),-57,1
CE:B5:18:78:9A:85,NA,(not associated),-67,1
CE:B8:82:9B:4C:5A,NA,(not associated),-71,1
CE:BA:90:D1:E1:29,NA,(not associated),-35,1
CE:BB:24:BA:C1:06,NA,(not associated),-67,1
CE:BC:AE:04:83:49,NA,(not associated),-55,1
CE:C0:B0:37:9C:12,NA,(not associated),-45,1
CE:C1:76:3D:BF:18,NA,(not associated),-43,1
CE:C2:F8:49:B4:04,NA,(not associated),-73,1
CE:C3:5B:D2:9C:BF,NA,(not associated),-69,1
CE:C4:64:21:F0:C2,NA,(not associated),-65,1
CE:C5:11:5D:BA:11,NA,(not associated),-65,1
CE:C8:F5:B4:C8:85,NA,(not associated),-45,1
CE:CA:B8:11:66:89,NA,(not associated),-47,1
CE:CB:91:56:82:96,NA,(not associated),-59,1
CE:CD:FD:19:FB:B8,NA,(not associated),-69,1
CE:D3:1A:1F:BE:FD,NA,(not associated),-37,1
CE:D8:69:C0:A2:49,NA,(not associated),-73,1
CE:DB:77:09:8C:4D,NA,(not associated),-69,1
CE:DC:1A:E6:C7:95,NA,(not associated),-65,1
CE:DE:5D:0F:DB:F0,NA,(not associated),-65,1
CE:E0:2B:96:25:4C,NA,(not associated),-71,1
CE:E0:94:91:7D:7E,NA,(not associated),-55,1
CE:E2:31:F0:8E:23,NA,(not associated),-69,1
CE:E6:09:D1:0E:CC,NA,(not associated),-69,1
CE:E7:D0:07:99:65,NA,(not associated),-47,1
CE:EE:5B:F7:25:BF,NA,(not associated),-55,1
CE:EF:14:69:BD:D0,NA,(not associated),-63,1
CE:F2:F8:ED:67:12,NA,(not associated),-57,1
CE:F3:40:30:2A:F4,NA,(not associated),-61,1
CE:F3:B0:28:CC:5D,NA,(not associated),-59,1
CE:F5:54:E1:FC:4A,NA,(not associated),-63,1
CF:6E:3B:C3:A8:CF,NA,(not associated),-67,1
D2:02:C0:3F:24:1E,NA,(not associated),-55,1
D2:03:5B:E1:66:52,NA,(not associated),-47,1
D2:05:9F:33:8E:35,NA,(not associated),-49,1
D2:07:CA:93:4D:9E,NA,(not associated),-43,1
D2:08:80:CB:D6:9A,NA,(not associated),-39,1
D2:0F:11:99:BD:44,NA,(not associated),-65,1
D2:0F:8E:A3:A5:7C,NA,(not associated),-43,1
D2:15:18:91:F8:4F,NA,(not associated),-67,1
D2:16:9A:F5:70:9C,NA,(not associated),-53,1
D2:17:46:F7:70:F2,NA,(not associated),-61,1
D2:1B:1F:1C:E9:0C,NA,(not associated),-45,1
D2:1B:E0:1F:98:EB,NA,(not associated),-63,1
D2:1C:EC:6A:DA:B7,NA,(not associated),-61,1
D2:1D:94:C8:37:CD,NA,(not associated),-41,1
D2:1E:36:76:B8:68,NA,(not associated),-43,1
D2:21:15:9F:62:2D,NA,(not associated),-53,1
D2:27:B8:0A:8D:A7,NA,(not associated),-55,1
D2:27:B8:3D:E0:D0,NA,(not associated),-65,1
D2:28:F2:33:28:17,NA,(not associated),-53,1
D2:29:B7:E9:EE:8D,NA,(not associated),-53,1
D2:32:B2:EE:FE:E4,NA,(not associated),-59,1
D2:33:07:76:F3:1C,NA,(not associated),-63,1
D2:34:D6:52:C1:7E,NA,(not associated),-57,1
D2:39:88:B2:A2:52,NA,(not associated),-35,1
D2:3B:7A:0F:A7:62,NA,(not associated),-67,1
D2:3D:90:28:D5:C1,NA,(not associated),-61,1
D2:40:4E:DA:15:73,NA,(not associated),-67,1
D2:44:0A:7C:43:C0,NA,(not associated),-41,1
D2:49:6E:28:5B:72,NA,(not associated),-55,1
D2:49:C0:D0:9E:3E,NA,(not associated),-67,1
D2:4E:05:17:05:DC,NA,(not associated),-65,1
D2:4F:F5:31:89:0F,NA,(not associated),-47,1
D2:50:04:AB:1C:26,NA,(not associated),-61,1
D2:53:85:B6:4B:E3,NA,(not associated),-59,1
D2:54:EC:56:4A:07,NA,(not associated),-49,1
D2:5B:43:7A:44:69,NA,(not associated),-61,1
D2:5C:59:9F:B9:5A,NA,(not associated),-47,1
D2:67:45:58:85:1A,NA,(not associated),-61,1
D2:69:42:B1:7D:07,NA,(not associated),-59,1
D2:6A:83:8C:EA:C5,NA,(not associated),-41,1
D2:6A:98:9C:E3:83,NA,(not associated),-35,1
D2:6A:F8:72:37:01,NA,(not associated),-35,1
D2:6B:7C:16:D8:FB,NA,(not associated),-59,1
D2:6F:8F:D0:67:D6,NA,(not associated),-51,1
D2:72:47:18:D6:D7,NA,(not associated),-59,1
D2:72:BC:F1:C1:02,NA,(not associated),-49,1
D2:73:F2:12:84:02,NA,(not associated),-53,1
D2:74:B0:14:4D:0E,NA,(not associated),-57,1
D2:7C:9C:EE:DC:8C,NA,(not associated),-61,1
D2:7E:E8:C8:07:5A,NA,(not associated),-67,1
D2:7F:67:12:C3:9F,NA,(not associated),-57,1
D2:86:BB:0D:15:E7,NA,(not associated),-59,1
D2:87:40:AE:8C:F9,NA,(not associated),-35,1
D2:87:C1:15:BF:72,NA,(not associated),-53,1
D2:89:46:C7:FD:CE,NA,(not associated),-51,1
D2:8A:32:C2:D9:B8,NA,(not associated),-63,1
D2:8A:96:F4:3B:97,NA,(not associated),-63,1
D2:8B:B5:23:DC:9D,NA,(not associated),-67,1
D2:8C:67:A0:BF:1C,NA,(not associated),-57,1
D2:8E:31:B0:2D:0B,NA,(not associated),-65,1
D2:90:B5:52:7D:2E,NA,(not associated),-59,1
D2:93:61:B0:31:0B,NA,(not associated),-53,1
D2:93:8A:18:94:26,NA,(not associated),-57,1
D2:97:18:01:66:6E,NA,(not associated),-43,1
D2:98:86:9A:07:8F,NA,(not associated),-69,1
D2:9B:7D:6A:65:7F,NA,(not associated),-57,1
D2:9B:BD:EE:7C:E9,NA,(not associated),-55,1
D2:9C:D6:4E:A3:61,NA,(not associated),-57,1
D2:A1:5E:49:B4:18,NA,(not associated),-53,1
D2:A3:31:BB:B4:5B,NA,(not associated),-59,1
D2:A8:0B:DD:E2:81,NA,(not associated),-41,1
D2:A9:32:39:C9:7F,NA,(not associated),-67,1
D2:A9:BF:AB:24:D2,NA,(not associated),-59,1
D2:AB:56:11:1A:EF,NA,(not associated),-37,1
D2:AB:F5:38:E8:98,NA,(not associated),-61,1
D2:AE:E6:65:27:7D,NA,(not associated),-55,1
D2:AE:FE:F2:56:05,NA,(not associated),-61,1
D2:B2:CD:61:93:2F,NA,(not associated),-61,1
D2:BB:CD:01:18:04,NA,(not associated),-59,1
D2:CD:24:09:A1:66,NA,(not associated),-33,1
D2:CE:B2:56:2D:B6,NA,(not associated),-67,1
D2:CF:1A:C6:3F:AD,NA,(not associated),-73,1
D2:D4:33:45:41:5F,NA,(not associated),-73,1
D2:D6:5F:80:F5:58,NA,(not associated),-61,1
D2:D8:2E:7E:24:0F,NA,(not associated),-43,1
D2:D8:E6:17:B7:40,NA,(not associated),-71,1
D2:E0:8B:6B:59:45,NA,(not associated),-71,1
D2:E0:D4:18:E3:2A,NA,(not associated),-63,1
D2:E4:24:B4:BF:9E,NA,(not associated),-57,1
D2:E5:10:46:AF:6A,NA,(not associated),-71,1
D2:E5:2C:11:E5:2F,NA,(not associated),-53,1
D2:E6:4B:BD:22:50,NA,(not associated),-55,1
D2:EA:16:3E:62:45,NA,(not associated),-59,1
D2:EC:66:F4:CD:D3,NA,(not associated),-61,1
D2:EC:A2:34:28:14,NA,(not associated),-63,1
D2:ED:68:65:41:A5,NA,(not associated),-51,1
D2:F3:74:8F:F4:BD,NA,(not associated),-65,1
D2:F4:A0:3D:A1:BB,NA,(not associated),-71,1
D2:F6:AC:56:12:30,NA,(not associated),-65,1
D2:F8:47:1D:02:5D,NA,(not associated),-67,1
D2:F8:F9:35:2E:E3,NA,(not associated),-51,1
D2:FD:76:22:3B:9E,NA,(not associated),-43,1
D6:00:0E:B1:A4:CF,NA,(not associated),-55,1
D6:03:95:61:60:5A,NA,(not associated),-61,1
D6:06:7E:64:6F:0F,NA,(not associated),-55,1
D6:07:A6:19:B2:25,NA,(not associated),-55,1
D6:0B:DD:D0:2D:5F,NA,(not associated),-41,1
D6:0D:44:0F:51:73,NA,(not associated),-59,1
D6:0E:96:87:1B:63,NA,(not associated),-49,1
D6:10:17:23:11:24,NA,(not associated),-59,1
D6:12:B8:84:13:11,NA,(not associated),-67,1
D6:15:D7:2E:B6:C5,NA,(not associated),-65,1
D6:1D:A4:8F:FE:9D,NA,(not associated),-41,1
D6:1E:BF:6D:6A:03,NA,(not associated),-63,1
D6:21:9A:D3:05:8A,NA,(not associated),-57,1
D6:21:EC:FB:4E:DD,NA,(not associated),-73,1
D6:28:5B:BB:E8:23,NA,(not associated),-67,1
D6:2C:A0:C6:19:4A,NA,(not associated),-65,1
D6:2E:48:AE:02:F8,NA,(not associated),-55,1
D6:2E:71:7E:91:9A,NA,(not associated),-53,1
D6:32:C1:77:65:27,NA,(not associated),-65,1
D6:37:71:9A:0A:87,NA,(not associated),-57,1
D6:3B:FD:FA:C7:48,NA,(not associated),-53,1
D6:3C:2D:06:55:AB,NA,(not associated),-63,1
D6:41:CC:1E:3D:04,NA,(not associated),-45,1
D6:41:EF:AD:61:C9,NA,(not associated),-65,1
D6:42:24:A6:DC:D4,NA,(not associated),-74,1
D6:42:7E:58:11:03,NA,(not associated),-59,1
D6:46:A8:39:EC:D4,NA,(not associated),-67,1
D6:47:1A:51:DA:FA,NA,(not associated),-57,1
D6:47:B4:AD:D6:6A,NA,(not associated),-65,1
D6:4A:35:16:F8:D1,NA,(not associated),-63,1
D6:4C:3F:BF:71:57,NA,(not associated),-51,1
D6:4E:0E:21:28:0A,NA,(not associated),-59,1
D6:4E:F9:11:E1:44,NA,(not associated),-51,1
D6:4F:6F:F6:88:1C,NA,(not associated),-67,1
D6:50:92:2E:BA:71,NA,(not associated),-39,1
D6:50:D9:AE:2E:B2,NA,(not associated),-43,1
D6:5B:7D:68:14:89,NA,(not associated),-71,1
D6:5F:79:37:0A:01,NA,02:67:F1:B0:6C:98,-67,1
D6:61:9E:39:61:2D,NA,(not associated),-69,1
D6:61:D2:F0:FB:4D,NA,(not associated),-67,1
D6:67:B8:74:CD:19,NA,(not associated),-53,1
D6:69:86:79:0F:3A,NA,(not associated),-45,1
D6:6C:2B:CC:6D:C0,NA,(not associated),-37,1
D6:6E:68:8C:1D:78,NA,(not associated),-53,1
D6:70:04:A8:68:2D,NA,(not associated),-67,1
D6:70:7B:F5:20:9F,NA,(not associated),-47,1
D6:70:A3:DB:85:E8,NA,(not associated),-35,1
D6:70:A7:05:BA:88,NA,(not associated),-57,1
D6:73:BA:4E:7B:4C,NA,(not associated),-65,1
D6:77:E4:64:23:E1,NA,(not associated),-51,1
D6:7D:5D:84:60:7C,NA,(not associated),-57,1
D6:7E:E4:EC:8E:6F,NA,(not associated),-61,1
D6:80:15:EF:C2:96,NA,(not associated),-49,1
D6:86:54:B7:DE:A9,NA,(not associated),-55,1
D6:88:3A:82:6D:77,NA,(not associated),-65,1
D6:88:4D:F9:C6:B5,NA,(not associated),-69,1
D6:88:6A:B4:CC:45,NA,(not associated),-61,1
D6:89:CF:97:34:30,NA,(not associated),-55,1
D6:8A:93:C4:C2:E4,NA,(not associated),-65,1
D6:8F:FF:D1:3D:08,NA,(not associated),-51,1
D6:90:B5:7D:E0:65,NA,(not associated),-51,1
D6:92:84:CD:3C:12,NA,(not associated),-65,1
D6:98:D2:CC:A3:3B,NA,(not associated),-63,1
D6:9C:DF:69:91:4A,NA,(not associated),-55,1
D6:9E:B9:F8:FF:E3,NA,(not associated),-69,1
D6:9F:20:15:78:4B,NA,(not associated),-69,1
D6:9F:3F:0A:24:42,NA,(not associated),-33,1
D6:A0:E4:BE:BC:B6,NA,(not associated),-67,1
D6:A2:B4:34:95:29,NA,(not associated),-51,1
D6:A8:1D:00:3E:1B,NA,(not associated),-39,1
D6:A9:6A:EE:C1:2A,NA,(not associated),-69,1
D6:AB:BA:8A:33:4B,NA,(not associated),-53,1
D6:AF:F0:50:1E:CB,NA,(not associated),-63,1
D6:B3:7A:22:A3:23,NA,(not associated),-69,1
D6:B4:E1:A2:72:D3,NA,(not associated),-53,1
D6:B5:43:33:AE:9C,NA,(not associated),-57,1
D6:B6:C4:0C:BC:5A,NA,(not associated),-45,1
D6:B8:68:D1:72:E7,NA,(not associated),-45,1
D6:B8:ED:35:B9:B0,NA,(not associated),-67,1
D6:BA:2F:CF:C5:FB,NA,(not associated),-69,1
D6:BE:0F:1F:E2:F6,NA,(not associated),-49,1
D6:C5:79:A5:F0:0C,NA,(not associated),-61,1
D6:C5:D4:39:B9:10,NA,(not associated),-57,1
D6:CF:60:39:6B:AB,NA,(not associated),-57,1
D6:D0:42:0E:5C:92,NA,(not associated),-65,1
D6:D7:45:1B:5E:C9,NA,(not associated),-67,1
D6:D7:E6:E6:B9:57,NA,(not associated),-59,1
D6:D9:17:71:EF:22,NA,(not associated),-55,1
D6:DA:CF:AC:43:48,NA,(not associated),-69,1
D6:E3:EC:A6:3D:AC,NA,(not associated),-63,1
D6:E5:24:7A:AE:05,NA,(not associated),-63,1
D6:E9:68:E0:69:2A,NA,(not associated),-67,1
D6:EA:DA:DA:E6:5C,NA,(not associated),-61,1
D6:EC:D1:8B:FE:52,NA,(not associated),-65,1
D6:F3:A9:BA:C2:D5,NA,(not associated),-61,1
D6:F8:92:25:C7:54,NA,(not associated),-67,1
D6:F8:BB:DA:2D:95,NA,(not associated),-57,1
DA:00:28:81:88:D8,NA,(not associated),-61,1
DA:00:C8:9B:B6:43,NA,(not associated),-65,1
DA:02:FF:C9:2F:0F,NA,(not associated),-41,1
DA:04:C9:63:C4:54,NA,(not associated),-65,1
DA:05:AE:1C:54:26,NA,(not associated),-49,1
DA:06:C7:5A:DF:75,NA,(not associated),-51,1
DA:0C:90:6E:E6:66,NA,(not associated),-57,1
DA:0D:7F:4A:F0:D7,NA,(not associated),-61,1
DA:11:28:B8:B1:7C,NA,(not associated),-59,1
DA:11:DC:70:87:2C,NA,(not associated),-67,1
DA:13:BF:02:C9:EB,NA,(not associated),-55,1
DA:14:1D:6C:C8:50,NA,(not associated),-45,1
DA:14:39:C9:80:4C,NA,(not associated),-63,1
DA:17:48:28:A6:B8,NA,(not associated),-59,1
DA:18:84:5C:7F:E4,NA,(not associated),-59,1
DA:19:D9:40:F8:A0,NA,(not associated),-67,1
DA:1E:97:A8:51:7C,NA,(not associated),-51,1
DA:1F:25:10:9A:BE,NA,(not associated),-45,1
DA:20:F8:91:B8:D2,NA,(not associated),-61,1
DA:22:9E:0B:F1:EF,NA,(not associated),-39,1
DA:23:F5:41:CA:7E,NA,(not associated),-65,1
DA:24:A5:3D:B5:A9,NA,(not associated),-63,1
DA:28:B4:6B:DC:EE,NA,(not associated),-55,1
DA:28:D6:2D:5D:7F,NA,(not associated),-65,1
DA:31:1C:A6:96:70,NA,(not associated),-43,1
DA:31:52:9F:1C:29,NA,(not associated),-53,1
DA:33:9D:D9:6E:B5,NA,(not associated),-53,1
DA:35:1F:5E:C4:98,NA,(not associated),-63,1
DA:36:FE:04:15:0C,NA,(not associated),-65,1
DA:38:19:43:84:5F,NA,(not associated),-31,1
DA:38:B1:FD:F5:BF,NA,(not associated),-65,1
DA:39:5F:91:30:40,NA,(not associated),-43,1
DA:3A:E2:F1:9A:60,NA,(not associated),-51,1
DA:3B:4A:0D:79:C5,NA,(not associated),-51,1
DA:3D:32:1B:C0:B5,NA,(not associated),-69,1
DA:42:3B:55:AB:40,NA,(not associated),-57,1
DA:43:D4:2A:64:0A,NA,(not associated),-61,1
DA:47:D9:B0:AD:87,NA,(not associated),-47,1
DA:48:DC:2A:F4:32,NA,(not associated),-67,1
DA:4B:89:B7:6D:0D,NA,(not associated),-41,1
DA:4C:3E:82:97:BA,NA,(not associated),-43,1
DA:4D:1E:14:7C:06,NA,(not associated),-61,1
DA:4E:40:3E:CB:55,NA,(not associated),-67,1
DA:4E:EA:20:97:22,NA,(not associated),-57,1
DA:53:07:35:70:5A,NA,(not associated),-63,1
DA:53:72:8A:EB:4A,NA,(not associated),-71,1
DA:55:C8:47:5D:9A,NA,(not associated),-65,1
DA:57:C5:A1:AD:19,NA,(not associated),-43,1
DA:5A:72:C7:FE:AC,NA,(not associated),-51,1
DA:5B:1F:6F:38:AD,NA,(not associated),-67,1
DA:5B:80:E0:70:76,NA,(not associated),-53,1
DA:5F:C3:8D:93:BF,NA,(not associated),-85,1
DA:61:E2:D9:73:BA,NA,(not associated),-53,1
DA:63:BD:F2:23:D4,NA,(not associated),-59,1
DA:63:BE:9F:6B:01,NA,(not associated),-51,1
DA:65:80:22:E6:0B,NA,(not associated),-53,1
DA:69:1C:39:A2:EA,NA,(not associated),-47,1
DA:70:61:BD:03:17,NA,(not associated),-61,1
DA:71:F2:11:E1:8B,NA,(not associated),-59,1
DA:74:01:DE:51:49,NA,(not associated),-67,1
DA:76:F4:4D:9C:CB,NA,(not associated),-57,1
DA:7A:77:D4:B9:4A,NA,(not associated),-61,1
DA:7B:E8:A8:C9:C8,NA,(not associated),-67,1
DA:81:17:20:51:D4,NA,(not associated),-55,1
DA:89:84:DB:67:49,NA,(not associated),-61,1
DA:8A:F2:2C:96:4C,NA,(not associated),-61,1
DA:92:91:77:58:76,NA,(not associated),-71,1
DA:94:7D:F5:E6:B4,NA,(not associated),-63,1
DA:95:DE:D1:FF:4D,NA,(not associated),-63,1
DA:98:C8:54:CA:13,NA,(not associated),-73,1
DA:9B:E0:3F:5A:6F,NA,(not associated),-53,1
DA:9F:BE:F5:00:A8,NA,(not associated),-39,1
DA:A0:AC:0B:C6:8D,NA,(not associated),-45,1
DA:A1:19:01:85:98,NA,(not associated),-63,1
DA:A1:19:4C:64:49,NA,(not associated),-59,1
DA:A1:19:4E:22:55,NA,(not associated),-59,1
DA:A1:19:67:37:87,NA,(not associated),-67,1
DA:A1:19:B1:AE:65,NA,(not associated),-63,1
DA:A1:19:CE:12:C6,NA,(not associated),-82,1
DA:A1:19:F2:9C:64,NA,(not associated),-71,1
DA:A1:19:FA:9A:62,NA,(not associated),-87,1
DA:A1:19:FC:11:31,NA,(not associated),-69,1
DA:A3:83:C7:3A:D1,NA,(not associated),-63,1
DA:A3:A0:AF:60:49,NA,(not associated),-67,1
DA:A5:E5:E4:D7:B0,NA,(not associated),-59,1
DA:B1:69:AB:E4:18,NA,(not associated),-63,1
DA:B9:AD:1A:0F:98,NA,(not associated),-43,1
DA:BC:99:4D:41:A3,NA,(not associated),-65,1
DA:BE:B8:AB:02:7A,NA,(not associated),-67,1
DA:BF:94:76:98:B8,NA,(not associated),-65,1
DA:BF:BC:A9:FB:30,NA,(not associated),-63,1
DA:C0:72:61:4D:DD,NA,(not associated),-61,1
DA:C0:F3:63:9C:47,NA,(not associated),-61,1
DA:C0:FA:19:1F:3A,NA,(not associated),-61,1
DA:C6:FE:FD:8D:05,NA,(not associated),-84,1
DA:C8:D0:EF:C2:0C,NA,(not associated),-67,1
DA:C8:E9:BE:DA:AD,NA,(not associated),-67,1
DA:CB:05:8A:94:77,NA,(not associated),-45,1
DA:CE:A9:49:CE:02,NA,(not associated),-63,1
DA:CF:F2:6D:0B:89,NA,(not associated),-51,1
DA:D0:45:C1:75:E0,NA,(not associated),-39,1
DA:D4:70:5D:47:6F,NA,(not associated),-51,1
DA:D7:B8:B4:0D:DD,NA,(not associated),-61,1
DA:D8:D8:6B:53:E6,NA,(not associated),-67,1
DA:D9:74:A7:97:9E,NA,(not associated),-47,1
DA:D9:7E:AF:30:58,NA,(not associated),-63,1
DA:DA:B4:89:F0:6D,NA,(not associated),-61,1
DA:DB:C9:A5:5A:C2,NA,(not associated),-63,1
DA:E0:83:01:18:F9,NA,(not associated),-65,1
DA:E1:1C:C3:DB:89,NA,(not associated),-61,1
DA:E5:23:60:D9:C5,NA,(not associated),-55,1
DA:E7:29:A1:91:20,NA,(not associated),-63,1
DA:E9:3C:AC:B7:A3,NA,(not associated),-61,1
DA:EB:95:B6:FC:3E,NA,(not associated),-43,1
DA:EF:F4:9B:87:1C,NA,(not associated),-47,1
DA:F0:AA:7F:E1:62,NA,(not associated),-63,1
DA:F6:E9:DF:BA:BD,NA,(not associated),-65,1
DA:F7:3D:74:C6:2F,NA,(not associated),-55,1
DA:F7:A1:DB:FC:33,NA,(not associated),-37,1
DA:FA:C8:2B:3D:76,NA,(not associated),-63,1
DA:FB:7D:5D:2D:D9,NA,(not associated),-49,1
DE:01:89:C6:1D:0E,NA,(not associated),-49,1
DE:01:C1:66:7B:AA,NA,(not associated),-61,1
DE:04:CA:05:9C:BB,NA,(not associated),-59,1
DE:04:EB:6C:AA:E1,NA,(not associated),-57,1
DE:05:1B:45:DC:54,NA,(not associated),-67,1
DE:06:BE:0B:32:81,NA,(not associated),-65,1
DE:08:47:45:11:75,NA,(not associated),-51,1
DE:08:E9:76:4C:7F,NA,(not associated),-67,1
DE:0A:16:91:7D:29,NA,(not associated),-67,1
DE:0A:8D:A4:68:2E,NA,(not associated),-43,1
DE:0E:19:5E:11:88,NA,(not associated),-61,1
DE:0F:F7:DD:06:E7,NA,(not associated),-37,1
DE:13:00:A2:A6:7A,NA,(not associated),-51,1
DE:16:20:06:82:54,NA,(not associated),-49,1
DE:16:BF:6F:2D:8B,NA,(not associated),-63,1
DE:1C:1B:0E:12:7F,NA,(not associated),-51,1
DE:1D:64:42:84:0F,NA,(not associated),-63,1
DE:1F:5D:02:8D:06,NA,(not associated),-39,1
DE:27:4D:70:D6:58,NA,(not associated),-57,1
DE:2A:3F:E9:90:97,NA,(not associated),-63,1
DE:2C:34:F6:D8:10,NA,(not associated),-55,1
DE:33:9B:90:2C:77,NA,(not associated),-57,1
DE:33:AB:13:95:0C,NA,(not associated),-69,1
DE:36:62:9E:78:38,NA,(not associated),-63,1
DE:39:DA:48:02:D2,NA,(not associated),-69,1
DE:3C:F2:2D:84:58,NA,(not associated),-45,1
DE:3F:AA:6D:32:BB,NA,(not associated),-63,1
DE:43:1D:11:4B:3D,NA,(not associated),-65,1
DE:54:A9:3E:23:EC,NA,(not associated),-41,1
DE:5D:94:C2:75:37,NA,(not associated),-43,1
DE:5E:76:3F:43:D4,NA,(not associated),-55,1
DE:62:9A:BC:70:D1,NA,(not associated),-63,1
DE:6E:60:FA:5E:15,NA,(not associated),-55,1
DE:6F:1E:55:7C:C5,NA,(not associated),-37,1
DE:78:2E:D6:7A:32,NA,(not associated),-55,1
DE:7A:97:AB:2D:AE,NA,(not associated),-53,1
DE:7D:D1:7D:0A:20,NA,(not associated),-53,1
DE:80:F7:6E:3C:24,NA,(not associated),-39,1
DE:85:1D:C0:41:35,NA,(not associated),-37,1
DE:8B:D6:1F:10:55,NA,(not associated),-59,1
DE:8F:F1:A8:E0:EB,NA,(not associated),-63,1
DE:94:7B:66:D2:87,NA,(not associated),-47,1
DE:95:A2:F5:6C:EA,NA,(not associated),-51,1
DE:95:BC:11:BC:43,NA,(not associated),-57,1
DE:95:BD:03:C5:61,NA,(not associated),-65,1
DE:96:03:C9:09:3C,NA,(not associated),-63,1
DE:9C:8F:93:5D:0C,NA,(not associated),-63,1
DE:9D:37:E1:AB:34,NA,(not associated),-39,1
DE:A0:59:3B:B5:44,NA,(not associated),-65,1
DE:A0:B7:4F:54:D8,NA,(not associated),-49,1
DE:A1:4E:E8:A7:39,NA,(not associated),-65,1
DE:A1:71:34:0D:AE,NA,(not associated),-63,1
DE:A4:DB:46:ED:A5,NA,(not associated),-69,1
DE:A6:65:B4:89:88,NA,(not associated),-45,1
DE:A8:96:45:F5:DE,NA,(not associated),-45,1
DE:A9:43:4D:1E:21,NA,(not associated),-59,1
DE:AA:10:19:FA:7B,NA,(not associated),-57,1
DE:AC:9B:1D:9C:4F,NA,(not associated),-39,1
DE:AC:BD:15:76:63,NA,(not associated),-53,1
DE:AF:5F:D6:C5:CF,NA,(not associated),-55,1
DE:B1:BE:D1:DE:20,NA,(not associated),-47,1
DE:B2:08:20:96:E5,NA,(not associated),-61,1
DE:B3:11:04:A2:80,NA,(not associated),-65,1
DE:B5:41:FD:AA:20,NA,(not associated),-61,1
DE:B7:72:B8:B7:80,NA,(not associated),-67,1
DE:C7:28:7F:23:BC,NA,(not associated),-55,1
DE:CB:EE:5F:57:5D,NA,(not associated),-65,1
DE:CE:A7:F4:20:D0,NA,(not associated),-45,1
DE:D6:2F:E1:93:22,NA,(not associated),-63,1
DE:D8:4A:2D:37:F8,NA,(not associated),-43,1
DE:E4:59:14:A1:BD,NA,(not associated),-61,1
DE:E7:19:20:91:A2,NA,(not associated),-53,1
DE:EB:75:0F:8D:36,NA,(not associated),-37,1
DE:EC:1D:26:1A:89,NA,(not associated),-39,1
DE:F0:8F:F7:A3:9A,NA,(not associated),-45,1
DE:F4:F4:6B:EF:54,NA,(not associated),-59,1
DE:F9:E7:5C:BF:56,NA,(not associated),-41,1
DE:FB:4F:9D:E6:C7,NA,(not associated),-61,1
DE:FE:39:95:0F:71,NA,00:25:00:FF:94:73,-84,1
DE:FF:AC:8F:DF:75,NA,(not associated),-45,1
E2:06:AF:59:38:F6,NA,(not associated),-47,1
E2:07:52:8E:86:19,NA,(not associated),-55,1
E2:0A:64:E0:38:D3,NA,(not associated),-65,1
E2:0C:76:C9:BA:66,NA,(not associated),-61,1
E2:0D:F1:05:C5:A6,NA,(not associated),-49,1
E2:0F:00:4F:F8:26,NA,(not associated),-61,1
E2:0F:F3:DE:66:26,NA,(not associated),-37,1
E2:10:50:C8:BE:6E,NA,(not associated),-51,1
E2:10:E1:0A:27:36,NA,(not associated),-59,1
E2:11:5C:09:BB:0D,NA,(not associated),-49,1
E2:13:41:C3:C4:7D,NA,(not associated),-73,1
E2:13:CA:D3:66:02,NA,(not associated),-45,1
E2:14:05:38:CC:AA,NA,(not associated),-61,1
E2:14:05:42:34:17,NA,(not associated),-45,1
E2:14:D3:21:EC:27,NA,(not associated),-63,1
E2:15:1E:9C:DB:8E,NA,(not associated),-45,1
E2:18:51:1F:BC:F4,NA,(not associated),-53,1
E2:1A:EE:08:92:F0,NA,(not associated),-51,1
E2:1E:A1:6A:EE:86,NA,(not associated),-51,1
E2:1F:78:99:B3:EE,NA,(not associated),-35,1
E2:1F:A0:E5:A7:78,NA,(not associated),-67,1
E2:23:18:8C:5B:3B,NA,(not associated),-67,1
E2:27:4E:CA:64:93,NA,(not associated),-61,1
E2:28:3F:A1:55:95,NA,(not associated),-61,1
E2:2A:E5:95:86:48,NA,(not associated),-65,1
E2:2B:1B:10:D0:EB,NA,(not associated),-61,1
E2:2C:A6:3A:CB:34,NA,(not associated),-65,1
E2:2F:19:C9:1F:C2,NA,(not associated),-53,1
E2:3E:79:DB:9F:DF,NA,(not associated),-39,1
E2:3E:EA:04:7B:2B,NA,(not associated),-65,1
E2:44:BB:A7:1F:31,NA,(not associated),-37,1
E2:45:BE:AE:E8:B3,NA,(not associated),-55,1
E2:47:68:F5:85:E4,NA,(not associated),-65,1
E2:47:B7:D2:B7:84,NA,(not associated),-49,1
E2:4A:97:B6:F7:E3,NA,(not associated),-47,1
E2:4B:2F:B1:80:0C,NA,(not associated),-65,1
E2:4E:C3:79:C3:C3,NA,(not associated),-63,1
E2:53:7B:0D:C9:5D,NA,(not associated),-51,1
E2:55:91:8B:EE:4E,NA,(not associated),-77,1
E2:5C:F5:3C:0D:8C,NA,(not associated),-45,1
E2:5D:71:AA:58:59,NA,(not associated),-53,1
E2:5F:E2:2A:06:B2,NA,(not associated),-65,1
E2:60:96:1B:0B:D9,NA,(not associated),-27,1
E2:66:69:CC:BC:FA,NA,(not associated),-57,1
E2:68:A9:82:8D:EB,NA,(not associated),-59,1
